4.0972	0.46972	1.6671	0.91593	0	1098
-4.4775	-13.0303	17.0834	-3.0345	1	1099
0.11592	3.2219	-3.4302	-2.8457	1	1100
-0.12196	8.8068	0.94566	-4.2267	0	1101
3.0632	-3.3315	5.1305	0.8267	0	1102
1.0637	3.6957	-4.1594	-1.9379	1	1103
4.9249	0.68906	0.77344	1.2095	0	1104
-1.9116	-6.1603	5.606	0.48533	1	1105
-1.3931	1.5664	7.5382	0.78403	0	1106
-0.55648	3.2136	-3.3085	-2.7965	1	1107
-2.7611	-10.5099	9.0239	-1.9547	1	1108
-5.9034	6.5679	0.67661	-6.6797	1	1109
-1.2244	1.7485	-1.4801	-1.4181	1	1110
-0.83121	0.039307	0.05369	-0.23105	1	1111
3.884	10.0277	-3.9298	-4.0819	0	1112
2.2893	3.733	0.6312	-0.39786	0	1113
2.6562	10.7044	-3.3085	-4.0767	0	1114
-2.8833	1.7713	0.68946	-0.4638	1	1115
2.5068	1.1588	3.9249	0.12585	0	1116
4.7432	2.1086	0.1368	1.6543	0	1117
0.68087	2.3259	4.9085	0.54998	0	1118
2.6799	3.1349	0.34073	0.58489	0	1119
3.4663	1.1112	1.7425	1.3388	0	1120
2.8521	9.171	-3.6461	-1.2047	0	1121
-0.12624	10.3216	-3.7121	-6.1185	0	1122
3.5438	1.2395	1.997	2.1547	0	1123
3.5862	-3.0957	2.8093	0.24481	0	1124
-6.651	6.7934	0.68604	-7.5887	1	1125
4.7285	2.1065	-0.28305	1.5625	0	1126
1.6472	0.48213	4.7449	1.225	0	1127
1.3087	4.9228	2.0013	0.22024	0	1128
4.5707	7.2094	-3.2794	-1.4944	0	1129
1.762	4.3682	2.1384	0.75429	0	1130
2.9695	5.6222	0.27561	-1.1556	0	1131
-2.2677	3.2964	-2.2563	-2.4642	1	1132
-1.5877	-6.6072	5.8022	0.31593	1	1133
-3.9933	2.6218	0.62863	-1.1595	1	1134
4.5447	8.2274	-2.4166	-1.5875	0	1135
1.3403	4.1323	-4.7018	-2.5987	1	1136
5.3063	5.2684	-2.8904	-0.52716	0	1137
4.2188	6.8162	-1.2804	0.76076	0	1138
2.2546	8.0992	-0.24877	-3.2698	0	1139
1.208	4.0744	-4.7635	-2.6129	1	1140
-2.8391	-6.63	10.4849	-0.42113	1	1141
0.26517	2.4066	-2.8416	-0.59958	1	1142
1.9358	8.1654	-0.023425	-2.2586	0	1143
-1.0555	0.79459	-1.6968	-0.46768	1	1144
-3.1875	-7.5756	11.8678	-0.57889	1	1145
-2.0962	-7.1059	6.6188	-0.33708	1	1146
-4.244	-13.0634	17.1116	-2.8017	1	1147
-0.45062	-1.3678	7.0858	-0.40303	0	1148
-0.21661	8.0329	1.8848	-3.8853	0	1149
-2.0631	-1.5147	1.219	0.44524	1	1150
-1.5055	0.070346	6.8681	-0.50648	0	1151
-4.4779	7.3708	-0.31218	-6.7754	1	1152
-2.1405	-0.16762	1.321	-0.20906	1	1153
-0.3489	3.1929	-3.4054	-3.1832	1	1154
-1.4174	-2.2535	1.518	0.61981	1	1155
-2.4941	3.5447	-1.3721	-2.8483	1	1156
-0.10234	1.8189	-2.2169	-0.56725	1	1157
0.9297	-3.7971	4.6429	-0.2957	0	1158
-1.3885	12.5026	0.69118	-7.5487	0	1159
4.052	-0.16555	0.45383	0.51248	0	1160
-1.6952	1.0657	8.8294	0.94955	0	1161
1.581	0.86909	-2.3138	0.82412	1	1162
3.1541	-5.1711	6.5991	0.57455	0	1163
-2.7083	-6.8266	7.5339	0.59007	1	1164
3.966	3.9213	0.70574	0.33662	0	1165
-0.77848	3.4019	-3.4859	-3.5569	1	1166
-2.343	12.9516	3.3285	-5.9426	0	1167
-0.89409	3.1991	-1.8219	-2.9452	1	1168
2.4008	9.3593	-3.3565	-3.3526	0	1169
-0.65767	-2.8018	3.7115	0.99739	1	1170
-4.2859	8.5234	3.1392	-0.91639	0	1171
-2.2987	-5.227	5.63	0.91722	1	1172
0.50225	0.65388	-1.1793	0.39998	1	1173
2.5989	3.5178	0.7623	0.81119	0	1174
-2.3142	2.0838	-0.46813	-1.6767	1	1175
1.5799	-4.7076	7.9186	-1.5487	0	1176
2.3925	9.798	-3.0361	-2.8224	0	1177
-3.8894	-7.8322	9.8208	0.47498	1	1178
-6.3679	8.0102	0.4247	-3.2207	1	1179
5.2418	10.5388	-4.1174	-4.2797	0	1180
4.7965	6.9859	-1.9967	-0.35001	0	1181
-0.87834	3.257	-3.6778	-3.2944	1	1182
3.4591	11.112	-4.2039	-5.0931	0	1183
4.1454	7.257	-1.9153	-0.86078	0	1184
4.6014	5.6264	-2.1235	0.19309	0	1185
-0.94255	0.039307	-0.24192	0.31593	1	1186
-2.258	-9.3263	9.3727	-0.85949	1	1187
0.75736	3.0294	2.9164	-0.068117	0	1188
2.0597	-0.99326	5.2119	-0.29312	0	1189
3.2692	3.4184	0.20706	-0.066824	0	1190
0.77765	5.9781	1.1941	-0.3526	0	1191
2.5559	3.3605	2.0321	0.26809	0	1192
4.3435	3.3295	0.83598	0.64955	0	1193
-1.8387	-6.301	5.6506	0.19567	1	1194
1.8967	-2.5163	2.8093	-0.79742	0	1195
